no_achat	date_commande	date_prevue	date_reception	code_fournisseur	code_article	quantite	cout_unitaire	statut
ACH-70621	2024-07-31	2024-08-28	2024-08-28	FRN-020	BD-1165	60	105,70 $	Recue
ACH-70622	2024-08-14	2024-09-11	2024-09-11	FRN-020	BD-1165	60	105,70 $	Recue
ACH-70623	2024-09-02	2024-09-30	2024-09-30	FRN-020	BD-1173	60	207,98 $	Recue
ACH-70623	2024-09-02	2024-09-30	2024-09-30	FRN-020	BD-1176	48	322,02 $	Recue
ACH-70623	2024-09-02	2024-09-30	2024-09-30	FRN-020	BD-1173	24	207,98 $	Recue
ACH-70623	2024-09-02	2024-09-30	2024-09-30	FRN-020	BD-1176	120	322,02 $	Recue
ACH-70623	2024-09-02	2024-09-30	2024-09-30	FRN-020	BD-1179	120	226,59 $	Recue
ACH-70624	2024-09-18	2024-10-16	2024-10-16	FRN-020	BD-1094	96	121,74 $	Recue
ACH-70624	2024-09-18	2024-10-16	2024-10-16	FRN-020	BD-1168	36	224,71 $	Recue
ACH-70624	2024-09-18	2024-10-16	2024-10-16	FRN-020	BD-1094	24	121,74 $	Recue
ACH-70625	2024-10-01	2024-10-29	2024-10-31	FRN-020	BD-1094	60	121,74 $	Recue
ACH-70626	2024-10-14	2024-11-11	2024-11-15	FRN-020	BD-1179	96	226,59 $	Recue
ACH-70626	2024-10-14	2024-11-11	2024-11-15	FRN-020	BD-1168	120	224,71 $	Recue
ACH-70626	2024-10-14	2024-11-11	2024-11-15	FRN-020	BD-1176	240	322,02 $	Recue
ACH-70627	2024-11-01	2024-11-29	2024-12-13	FRN-020	BD-1094	48	121,74 $	Recue
ACH-70627	2024-11-01	2024-11-29	2024-12-13	FRN-020	BD-1173	24	207,98 $	Recue
ACH-70627	2024-11-01	2024-11-29	2024-12-13	FRN-020	BD-1179	48	226,59 $	Recue
ACH-70628	2024-11-10	2024-12-08	2024-12-08	FRN-020	BD-1168	240	224,71 $	Recue
ACH-70628	2024-11-10	2024-12-08	2024-12-08	FRN-020	BD-1094	96	121,74 $	Recue
ACH-70628	2024-11-10	2024-12-08	2024-12-08	FRN-020	BD-1173	48	207,98 $	Recue
ACH-70628	2024-11-10	2024-12-08	2024-12-08	FRN-020	BD-1179	240	226,59 $	Recue
ACH-70629	2024-11-22	2024-12-20	2024-12-21	FRN-020	BD-1094	60	121,74 $	Recue
ACH-70629	2024-11-22	2024-12-20	2024-12-21	FRN-020	BD-1174	60	165,53 $	Recue
ACH-70629	2024-11-22	2024-12-20	2024-12-21	FRN-020	BD-1174	240	165,53 $	Recue
ACH-70630	2024-12-09	2025-01-06	2025-01-06	FRN-020	BD-1179	12	226,59 $	Recue
ACH-70631	2024-12-26	2025-01-23	2025-02-12	FRN-020	BD-1174	240	165,53 $	Recue
ACH-70631	2024-12-26	2025-01-23	2025-02-12	FRN-020	BD-1168	48	224,71 $	Recue
ACH-70632	2025-01-07	2025-02-04	2025-02-09	FRN-020	BD-1174	240	169,01 $	Recue
ACH-70633	2025-01-19	2025-02-16	2025-02-16	FRN-020	BD-1165	48	107,92 $	Recue
ACH-70633	2025-01-19	2025-02-16	2025-02-16	FRN-020	BD-1179	36	231,35 $	Recue
ACH-70633	2025-01-19	2025-02-16	2025-02-16	FRN-020	BD-1174	48	169,01 $	Recue
ACH-70633	2025-01-19	2025-02-16	2025-02-16	FRN-020	BD-1174	12	169,01 $	Recue
ACH-70634	2025-02-05	2025-03-05	2025-03-05	FRN-020	BD-1174	240	169,01 $	Recue
ACH-70634	2025-02-05	2025-03-05	2025-03-05	FRN-020	BD-1176	240	328,78 $	Recue
ACH-70635	2025-02-17	2025-03-17	2025-03-17	FRN-020	BD-1176	36	328,78 $	Recue
ACH-70635	2025-02-17	2025-03-17	2025-03-17	FRN-020	BD-1165	-60	107,92 $	Recue
ACH-70635	2025-02-17	2025-03-17	2025-03-17	FRN-020	BD-1173	120	212,35 $	Recue
ACH-70635	2025-02-17	2025-03-17	2025-03-17	FRN-020	BD-1174	120	169,01 $	Recue
ACH-70636	2025-03-08	2025-04-05	2025-04-05	FRN-020	BD-1168	36	229,43 $	Recue
ACH-70636	2025-03-08	2025-04-05	2025-04-05	FRN-020	BD-1176	12	328,78 $	Recue
ACH-70636	2025-03-08	2025-04-05	2025-04-05	FRN-020	BD-1168	24	229,43 $	Recue
ACH-70637	2025-03-18	2025-04-15	2025-04-15	FRN-020	BD-1168	60	229,43 $	Recue
ACH-70638	2025-03-31	2025-04-28	2025-04-28	FRN-020	BD-1168	12	229,43 $	Recue
ACH-70638	2025-03-31	2025-04-28	2025-04-28	FRN-020	BD-1173	24	212,35 $	Recue
ACH-70639	2025-04-20	2025-05-18	2025-05-18	FRN-020	BD-1174	120	169,01 $	Recue
ACH-70640	2025-04-29	2025-05-27	2025-05-27	FRN-020	BD-1165	24	107,92 $	Recue
ACH-70640	2025-04-29	2025-05-27	2025-05-27	FRN-020	BD-1176	48	328,78 $	Recue
ACH-70640	2025-04-29	2025-05-27	2025-05-27	FRN-020	BD-1174	48	169,01 $	Recue
ACH-70641	2025-05-15	2025-06-12	2025-06-13	FRN-020	BD-1179	60	231,35 $	Recue
ACH-70641	2025-05-15	2025-06-12	2025-06-13	FRN-020	BD-1174	60	169,01 $	Recue
ACH-70641	2025-05-15	2025-06-12	2025-06-13	FRN-020	BD-1173	12	212,35 $	Recue
ACH-70641	2025-05-15	2025-06-12	2025-06-13	FRN-020	BD-1173	12	212,35 $	Recue
ACH-70642	2025-05-31	2025-06-28	2025-07-01	FRN-020	BD-1174	240	169,01 $	Recue
ACH-70642	2025-05-31	2025-06-28	2025-07-01	FRN-020	BD-1094	12	124,30 $	Recue
ACH-70642	2025-05-31	2025-06-28	2025-07-01	FRN-020	BD-1168	48	229,43 $	Recue
ACH-70642	2025-05-31	2025-06-28	2025-07-01	FRN-020	BD-1094	96	124,30 $	Recue
ACH-70643	2025-06-18	2025-07-16	2025-08-07	FRN-020	BD-1179	12	231,35 $	Recue
ACH-70643	2025-06-18	2025-07-16	2025-08-07	FRN-020	BD-1174	120	169,01 $	Recue
ACH-70643	2025-06-18	2025-07-16	2025-08-07	FRN-020	BD-1176	36	328,78 $	Recue
ACH-70644	2025-07-04	2025-08-01	2025-08-01	FRN-020	BD-1094	24	124,30 $	Recue
ACH-70645	2025-07-13	2025-08-10	2025-08-10	FRN-020	BD-1173	36	212,35 $	Recue
ACH-70646	2025-07-25	2025-08-22	2025-08-22	FRN-020	BD-1179	240	231,35 $	Recue
ACH-70646	2025-07-25	2025-08-22	2025-08-22	FRN-020	BD-1173	60	212,35 $	Recue
ACH-70647	2025-08-06	2025-09-03	2025-09-03	FRN-020	BD-1174	240	169,01 $	Recue
ACH-70648	2025-08-20	2025-09-17	2025-09-17	FRN-020	BD-1179	240	231,35 $	Recue
ACH-70648	2025-08-20	2025-09-17	2025-09-17	FRN-020	BD-1176	48	328,78 $	Recue
ACH-70648	2025-08-20	2025-09-17	2025-09-17	FRN-020	BD-1173	120	212,35 $	Recue
ACH-70648	2025-08-20	2025-09-17	2025-09-17	FRN-020	BD-1176	96	328,78 $	Recue
ACH-70648	2025-08-20	2025-09-17	2025-09-17	FRN-020	BD-1094	24	124,30 $	Recue
ACH-70649	2025-08-31	2025-09-28	2025-10-04	FRN-020	BD-1173	96	212,35 $	Recue
ACH-70649	2025-08-31	2025-09-28	2025-10-04	FRN-020	BD-1094	96	124,30 $	Recue
ACH-70650	2025-09-18	2025-10-16	2025-10-16	FRN-020	BD-1165	240	107,92 $	Recue
ACH-70651	2025-10-07	2025-11-04	2025-11-04	FRN-020	BD-1179	240	231,35 $	Recue
ACH-70651	2025-10-07	2025-11-04	2025-11-04	FRN-020	BD-1165	60	107,92 $	Recue
ACH-70651	2025-10-07	2025-11-04	2025-11-04	FRN-020	BD-1176	12	328,78 $	Recue
ACH-70651	2025-10-07	2025-11-04	2025-11-04	FRN-020	BD-1165	-9	107,92 $	Recue
ACH-70651	2025-10-07	2025-11-04	2025-11-04	FRN-020	BD-1179	12	231,35 $	Recue
ACH-70652	2025-10-27	2025-11-24	2025-11-28	FRN-020	BD-1094	12	124,30 $	Recue
ACH-70652	2025-10-27	2025-11-24	2025-11-28	FRN-020	BD-1174	96	169,01 $	Recue
ACH-70653	2025-11-14	2025-12-12	2025-12-12	FRN-020	BD-1176	120	328,78 $	Recue
ACH-70653	2025-11-14	2025-12-12	2025-12-12	FRN-020	BD-9838	240	124,30 $	Recue
ACH-70653	2025-11-14	2025-12-12	2025-12-12	FRN-020	BD-1094	240	124,30 $	Recue
ACH-70654	2025-11-27	2025-12-25	2025-12-25	FRN-020	BD-1168	96	229,43 $	Recue
ACH-70654	2025-11-27	2025-12-25	2025-12-25	FRN-020	BD-1176	12	328,78 $	Recue
ACH-70654	2025-11-27	2025-12-25	2025-12-25	FRN-020	BD-1179	96	231,35 $	Recue
ACH-70655	2025-12-10	2026-01-07		FRN-020	BD-1165	60	107,92 $	En transit
ACH-70655	2025-12-10	2026-01-07		FRN-020	BD-1173	240	212,35 $	En transit
ACH-70655	2025-12-10	2026-01-07		FRN-020	BD-1094	60	124,30 $	En transit
ACH-70656	2025-12-23	2026-01-20		FRN-020	BD-1173	96	212,35 $	En transit
ACH-70656	2025-12-23	2026-01-20		FRN-020	BD-1094	60	124,30 $	En transit
ACH-70656	2025-12-23	2026-01-20		FRN-020	BD-1173	60	212,35 $	En transit
ACH-70656	2025-12-23	2026-01-20		FRN-020	BD-1168	240	229,43 $	En transit
ACH-70657	2024-01-17	2024-01-31	2024-01-31	FRN-021	BD-1116	24	58,93 $	Recue
ACH-70657	2024-01-17	2024-01-31	2024-01-31	FRN-021	BD-1104	240	75,12 $	Recue
ACH-70658	2024-01-26	2024-02-09	2024-02-09	FRN-021	BD-1107	36	147,44 $	Recue
ACH-70659	2024-02-07	2024-02-21	2024-02-21	FRN-021	BD-1115	24	46,26 $	Recue
ACH-70659	2024-02-07	2024-02-21	2024-02-21	FRN-021	BD-1016	48	219,41 $	Recue
ACH-70659	2024-02-07	2024-02-21	2024-02-21	FRN-021	BD-1124	36	150,61 $	Recue
ACH-70659	2024-02-07	2024-02-21	2024-02-21	FRN-021	BD-1107	48	147,44 $	Recue
ACH-70659	2024-02-07	2024-02-21	2024-02-21	FRN-021	BD-1107	36	147,44 $	Recue
ACH-70660	2024-02-18	2024-03-03	2024-03-03	FRN-021	BD-1104	60	75,12 $	Recue
ACH-70661	2024-03-05	2024-03-19	2024-04-06	FRN-021	BD-1104	96	75,12 $	Recue
ACH-70661	2024-03-05	2024-03-19	2024-04-06	FRN-021	BD-1113	36	276,01 $	Recue
ACH-70661	2024-03-05	2024-03-19	2024-04-06	FRN-021	BD-1033	60	110,89 $	Recue
ACH-70662	2024-03-24	2024-04-07	2024-04-22	FRN-021	BD-1107	120	147,44 $	Recue
ACH-70662	2024-03-24	2024-04-07	2024-04-22	FRN-021	BD-1113	12	276,01 $	Recue
ACH-70662	2024-03-24	2024-04-07	2024-04-22	FRN-021	BD-1124	12	150,61 $	Recue
ACH-70662	2024-03-24	2024-04-07	2024-04-22	FRN-021	BD-1115	12	46,26 $	Recue
ACH-70662	2024-03-24	2024-04-07	2024-04-22	FRN-021	BD-1004	36	155,56 $	Recue
ACH-70663	2024-04-07	2024-04-21	2024-04-21	FRN-021	BD-1004	96	155,56 $	Recue
ACH-70663	2024-04-07	2024-04-21	2024-04-21	FRN-021	BD-1107	240	147,44 $	Recue
ACH-70663	2024-04-07	2024-04-21	2024-04-21	FRN-021	BD-1023	60	239,29 $	Recue
ACH-70663	2024-04-07	2024-04-21	2024-04-21	FRN-021	BD-1124	60	150,61 $	Recue
ACH-70664	2024-04-25	2024-05-09	2024-05-26	FRN-021	BD-1110	36	178,91 $	Recue
ACH-70664	2024-04-25	2024-05-09	2024-05-26	FRN-021	BD-1026	60	241,74 $	Recue
ACH-70664	2024-04-25	2024-05-09	2024-05-26	FRN-021	BD-1033	36	110,89 $	Recue
ACH-70665	2024-05-11	2024-05-25	2024-05-25	FRN-021	BD-1110	48	178,91 $	Recue
ACH-70666	2024-05-25	2024-06-08	2024-06-08	FRN-021	BD-1033	240	110,89 $	Recue
ACH-70666	2024-05-25	2024-06-08	2024-06-08	FRN-021	BD-1113	12	276,01 $	Recue
ACH-70666	2024-05-25	2024-06-08	2024-06-08	FRN-021	BD-1016	60	219,41 $	Recue
ACH-70667	2024-06-12	2024-06-26	2024-07-17	FRN-021	BD-1113	96	276,01 $	Recue
ACH-70667	2024-06-12	2024-06-26	2024-07-17	FRN-021	BD-1026	36	241,74 $	Recue
ACH-70667	2024-06-12	2024-06-26	2024-07-17	FRN-021	BD-1033	12	110,89 $	Recue
ACH-70667	2024-06-12	2024-06-26	2024-07-17	FRN-021	BD-1016	36	219,41 $	Recue
ACH-70667	2024-06-12	2024-06-26	2024-07-17	FRN-021	BD-1110	60	178,91 $	Recue
ACH-70668	2024-06-29	2024-07-13	2024-07-13	FRN-021	BD-1124	-30	150,61 $	Recue
ACH-70668	2024-06-29	2024-07-13	2024-07-13	FRN-021	BD-1116	60	58,93 $	Recue
ACH-70668	2024-06-29	2024-07-13	2024-07-13	FRN-021	BD-1107	48	147,44 $	Recue
ACH-70668	2024-06-29	2024-07-13	2024-07-13	FRN-021	BD-1026	120	241,74 $	Recue
ACH-70669	2024-07-13	2024-07-27	2024-07-27	FRN-021	BD-1115	12	46,26 $	Recue
ACH-70669	2024-07-13	2024-07-27	2024-07-27	FRN-021	BD-1107	240	147,44 $	Recue
ACH-70669	2024-07-13	2024-07-27	2024-07-27	FRN-021	BD-1115	120	46,26 $	Recue
ACH-70669	2024-07-13	2024-07-27	2024-07-27	FRN-021	BD-1016	96	219,41 $	Recue
ACH-70669	2024-07-13	2024-07-27	2024-07-27	FRN-021	BD-1116	24	58,93 $	Recue
ACH-70670	2024-07-26	2024-08-09	2024-08-13	FRN-021	BD-1016	96	219,41 $	Recue
ACH-70670	2024-07-26	2024-08-09	2024-08-13	FRN-021	BD-1004	12	155,56 $	Recue
ACH-70670	2024-07-26	2024-08-09	2024-08-13	FRN-021	BD-1033	-3	110,89 $	Recue
ACH-70670	2024-07-26	2024-08-09	2024-08-13	FRN-021	BD-1107	120	147,44 $	Recue
ACH-70671	2024-08-13	2024-08-27	2024-08-27	FRN-021	BD-1026	36	241,74 $	Recue
ACH-70671	2024-08-13	2024-08-27	2024-08-27	FRN-021	BD-1124	60	150,61 $	Recue
ACH-70672	2024-08-29	2024-09-12	2024-09-12	FRN-021	BD-1026	120	241,74 $	Recue
ACH-70672	2024-08-29	2024-09-12	2024-09-12	FRN-021	BD-1124	24	150,61 $	Recue
ACH-70672	2024-08-29	2024-09-12	2024-09-12	FRN-021	BD-1113	36	276,01 $	Recue
ACH-70672	2024-08-29	2024-09-12	2024-09-12	FRN-021	BD-1033	24	110,89 $	Recue
ACH-70673	2024-09-14	2024-09-28	2024-09-28	FRN-021	BD-1026	120	241,74 $	Recue
ACH-70673	2024-09-14	2024-09-28	2024-09-28	FRN-021	BD-1026	48	241,74 $	Recue
ACH-70673	2024-09-14	2024-09-28	2024-09-28	FRN-021	BD-1116	-15	58,93 $	Recue
ACH-70673	2024-09-14	2024-09-28	2024-09-28	FRN-021	BD-1115	12	46,26 $	Recue
ACH-70674	2024-10-01	2024-10-15	2024-10-15	FRN-021	BD-1113	96	276,01 $	Recue
ACH-70674	2024-10-01	2024-10-15	2024-10-15	FRN-021	BD-1104	24	75,12 $	Recue
ACH-70675	2024-10-13	2024-10-27	2024-10-27	FRN-021	BD-1110	-6	178,91 $	Recue
ACH-70675	2024-10-13	2024-10-27	2024-10-27	FRN-021	BD-1004	48	155,56 $	Recue
ACH-70676	2024-10-23	2024-11-06	2024-11-08	FRN-021	BD-1115	48	46,26 $	Recue
ACH-70676	2024-10-23	2024-11-06	2024-11-08	FRN-021	BD-1110	24	178,91 $	Recue
ACH-70677	2024-11-06	2024-11-20	2024-11-26	FRN-021	BD-1124	96	150,61 $	Recue
ACH-70677	2024-11-06	2024-11-20	2024-11-26	FRN-021	BD-1110	12	178,91 $	Recue
ACH-70677	2024-11-06	2024-11-20	2024-11-26	FRN-021	BD-1124	60	150,61 $	Recue
ACH-70677	2024-11-06	2024-11-20	2024-11-26	FRN-021	BD-1113	48	276,01 $	Recue
ACH-70677	2024-11-06	2024-11-20	2024-11-26	FRN-021	BD-1026	36	241,74 $	Recue
ACH-70678	2024-11-25	2024-12-09	2024-12-09	FRN-021	BD-1115	240	46,26 $	Recue
ACH-70678	2024-11-25	2024-12-09	2024-12-09	FRN-021	BD-1026	24	241,74 $	Recue
ACH-70678	2024-11-25	2024-12-09	2024-12-09	FRN-021	BD-1110	48	178,91 $	Recue
ACH-70678	2024-11-25	2024-12-09	2024-12-09	FRN-021	BD-1124	-15	150,61 $	Recue
ACH-70678	2024-11-25	2024-12-09	2024-12-09	FRN-021	BD-1026	24	241,74 $	Recue
ACH-70679	2024-12-10	2024-12-24	2024-12-24	FRN-021	BD-1104	96	75,12 $	Recue
ACH-70679	2024-12-10	2024-12-24	2024-12-24	FRN-021	BD-1033	240	110,89 $	Recue
ACH-70679	2024-12-10	2024-12-24	2024-12-24	FRN-021	BD-1110	96	178,91 $	Recue
ACH-70680	2024-12-19	2025-01-02	2025-01-02	FRN-021	BD-1104	240	75,12 $	Recue
ACH-70680	2024-12-19	2025-01-02	2025-01-02	FRN-021	BD-1113	12	276,01 $	Recue
ACH-70680	2024-12-19	2025-01-02	2025-01-02	FRN-021	BD-1026	12	241,74 $	Recue
ACH-70680	2024-12-19	2025-01-02	2025-01-02	FRN-021	BD-1004	24	155,56 $	Recue
ACH-70681	2025-01-03	2025-01-17	2025-01-17	FRN-021	BD-1110	24	182,67 $	Recue
ACH-70681	2025-01-03	2025-01-17	2025-01-17	FRN-021	BD-1023	120	244,32 $	Recue
ACH-70681	2025-01-03	2025-01-17	2025-01-17	FRN-021	BD-1113	240	281,81 $	Recue
ACH-70681	2025-01-03	2025-01-17	2025-01-17	FRN-021	BD-1115	48	47,23 $	Recue
ACH-70682	2025-01-23	2025-02-06	2025-02-06	FRN-021	BD-1023	48	244,32 $	Recue
ACH-70682	2025-01-23	2025-02-06	2025-02-06	FRN-021	BD-1104	120	76,70 $	Recue
ACH-70682	2025-01-23	2025-02-06	2025-02-06	FRN-021	BD-1107	120	150,54 $	Recue
ACH-70682	2025-01-23	2025-02-06	2025-02-06	FRN-021	BD-1004	120	158,83 $	Recue
ACH-70683	2025-02-04	2025-02-18	2025-02-18	FRN-021	BD-1124	36	153,77 $	Recue
ACH-70684	2025-02-14	2025-02-28	2025-02-28	FRN-021	BD-1026	48	246,82 $	Recue
ACH-70685	2025-03-05	2025-03-19	2025-03-19	FRN-021	BD-1026	36	246,82 $	Recue
ACH-70685	2025-03-05	2025-03-19	2025-03-19	FRN-021	BD-1004	120	158,83 $	Recue
ACH-70685	2025-03-05	2025-03-19	2025-03-19	FRN-021	BD-1113	60	281,81 $	Recue
ACH-70686	2025-03-15	2025-03-29	2025-04-01	FRN-021	BD-1115	96	47,23 $	Recue
ACH-70687	2025-03-24	2025-04-07	2025-04-07	FRN-021	BD-1113	36	281,81 $	Recue
ACH-70687	2025-03-24	2025-04-07	2025-04-07	FRN-021	BD-1115	12	47,23 $	Recue
ACH-70687	2025-03-24	2025-04-07	2025-04-07	FRN-021	BD-1115	120	47,23 $	Recue
ACH-70688	2025-04-09	2025-04-23	2025-04-23	FRN-021	BD-1110	240	182,67 $	Recue
ACH-70688	2025-04-09	2025-04-23	2025-04-23	FRN-021	BD-1124	96	153,77 $	Recue
ACH-70688	2025-04-09	2025-04-23	2025-04-23	FRN-021	BD-1107	24	150,54 $	Recue
ACH-70689	2025-04-28	2025-05-12	2025-05-12	FRN-021	BD-9322	48	150,54 $	Recue
ACH-70690	2025-05-13	2025-05-27	2025-05-27	FRN-021	BD-1124	120	153,77 $	Recue
ACH-70691	2025-05-25	2025-06-08	2025-06-08	FRN-021	BD-1026	240	246,82 $	Recue
ACH-70691	2025-05-25	2025-06-08	2025-06-08	FRN-021	BD-1115	36	47,23 $	Recue
ACH-70692	2025-06-09	2025-06-23	2025-06-23	FRN-021	BD-1116	240	60,17 $	Recue
ACH-70692	2025-06-09	2025-06-23	2025-06-23	FRN-021	BD-1104	48	76,70 $	Recue
ACH-70692	2025-06-09	2025-06-23	2025-06-23	FRN-021	BD-1026	48	246,82 $	Recue
ACH-70692	2025-06-09	2025-06-23	2025-06-23	FRN-021	BD-1110	120	182,67 $	Recue
ACH-70692	2025-06-09	2025-06-23	2025-06-23	FRN-021	BD-1116	120	60,17 $	Recue
ACH-70693	2025-06-29	2025-07-13	2025-07-13	FRN-021	BD-1016	60	224,02 $	Recue
ACH-70693	2025-06-29	2025-07-13	2025-07-13	FRN-021	BD-1110	24	182,67 $	Recue
ACH-70693	2025-06-29	2025-07-13	2025-07-13	FRN-021	BD-1116	120	60,17 $	Recue
ACH-70693	2025-06-29	2025-07-13	2025-07-13	FRN-021	BD-1016	12	224,02 $	Recue
ACH-70693	2025-06-29	2025-07-13	2025-07-13	FRN-021	BD-1107	48	150,54 $	Recue
ACH-70694	2025-07-14	2025-07-28	2025-07-28	FRN-021	BD-1033	60	113,22 $	Recue
ACH-70694	2025-07-14	2025-07-28	2025-07-28	FRN-021	BD-1004	240	158,83 $	Recue
ACH-70694	2025-07-14	2025-07-28	2025-07-28	FRN-021	BD-1124	120	153,77 $	Recue
ACH-70695	2025-07-24	2025-08-07	2025-08-07	FRN-021	BD-1023	240	244,32 $	Recue
ACH-70695	2025-07-24	2025-08-07	2025-08-07	FRN-021	BD-1107	96	150,54 $	Recue
ACH-70695	2025-07-24	2025-08-07	2025-08-07	FRN-021	BD-1116	60	60,17 $	Recue
ACH-70695	2025-07-24	2025-08-07	2025-08-07	FRN-021	BD-1107	24	150,54 $	Recue
ACH-70696	2025-08-06	2025-08-20	2025-08-20	FRN-021	BD-1124	240	153,77 $	Recue
ACH-70697	2025-08-21	2025-09-04	2025-09-04	FRN-021	BD-1104	96	76,70 $	Recue
ACH-70698	2025-09-06	2025-09-20	2025-09-20	FRN-021	BD-1033	240	113,22 $	Recue
ACH-70698	2025-09-06	2025-09-20	2025-09-20	FRN-021	BD-1113	48	281,81 $	Recue
ACH-70698	2025-09-06	2025-09-20	2025-09-20	FRN-021	BD-1016	60	224,02 $	Recue
ACH-70699	2025-09-15	2025-09-29	2025-09-29	FRN-021	BD-1113	12	281,81 $	Recue
ACH-70699	2025-09-15	2025-09-29	2025-09-29	FRN-021	BD-1004	36	158,83 $	Recue
ACH-70699	2025-09-15	2025-09-29	2025-09-29	FRN-021	BD-1124	60	153,77 $	Recue
ACH-70699	2025-09-15	2025-09-29	2025-09-29	FRN-021	BD-1104	12	76,70 $	Recue
ACH-70700	2025-09-26	2025-10-10	2025-10-10	FRN-021	BD-1124	240	153,77 $	Recue
ACH-70700	2025-09-26	2025-10-10	2025-10-10	FRN-021	BD-1026	24	246,82 $	Recue
ACH-70700	2025-09-26	2025-10-10	2025-10-10	FRN-021	BD-1033	60	113,22 $	Recue
ACH-70701	2025-10-06	2025-10-20	2025-10-20	FRN-021	BD-1110	36	182,67 $	Recue
ACH-70701	2025-10-06	2025-10-20	2025-10-20	FRN-021	BD-1110	12	182,67 $	Recue
ACH-70701	2025-10-06	2025-10-20	2025-10-20	FRN-021	BD-1110	36	182,67 $	Recue
ACH-70701	2025-10-06	2025-10-20	2025-10-20	FRN-021	BD-1023	36	244,32 $	Recue
ACH-70702	2025-10-17	2025-10-31	2025-11-04	FRN-021	BD-1023	60	244,32 $	Recue
ACH-70702	2025-10-17	2025-10-31	2025-11-04	FRN-021	BD-1107	12	150,54 $	Recue
ACH-70702	2025-10-17	2025-10-31	2025-11-04	FRN-021	BD-1113	12	281,81 $	Recue
ACH-70702	2025-10-17	2025-10-31	2025-11-04	FRN-021	BD-1110	48	182,67 $	Recue
ACH-70703	2025-11-06	2025-11-20	2025-11-20	FRN-021	BD-1124	36	153,77 $	Recue
ACH-70703	2025-11-06	2025-11-20	2025-11-20	FRN-021	BD-1124	12	153,77 $	Recue
ACH-70703	2025-11-06	2025-11-20	2025-11-20	FRN-021	BD-1113	36	281,81 $	Recue
ACH-70703	2025-11-06	2025-11-20	2025-11-20	FRN-021	BD-1004	48	158,83 $	Recue
ACH-70704	2025-11-20	2025-12-04	2025-12-11	FRN-021	BD-1124	12	153,77 $	Recue
ACH-70704	2025-11-20	2025-12-04	2025-12-11	FRN-021	BD-1116	36	60,17 $	Recue
ACH-70705	2025-12-06	2025-12-20	2025-12-20	FRN-021	BD-1026	12	246,82 $	Recue
ACH-70705	2025-12-06	2025-12-20	2025-12-20	FRN-021	BD-1113	12	281,81 $	Recue
ACH-70706	2025-12-24	2026-01-07		FRN-021	BD-1107	36	150,54 $	En transit
ACH-70706	2025-12-24	2026-01-07		FRN-021	BD-1004	48	158,83 $	En transit
